3.5	35	870	73.04	0.36	13.22	1.52	0.2	1.08	4.28	4.36
5.7	25	790	74.2	0.42	13.48	1.213333333	0.073333333	1.133333333	4.226666667	3.706666667
5.6	25	770	74.722	0.26428	12.624	1.22748	0.19812	0.88706	3.772	4.158
5.7	45	780	74.53636364	0.372727273	12.90909091	1.2	0.172727273	1.409090909	3.845454545	4.3
6.5	3	710	75.49125	0.1436	11.72	0.83985	0.0916875	0.5664	2.69875	5.63625
3.2	50	910	72.18333333	0.233333333	13.35	1.1	0.216666667	1.95	3.383333333	4.033333333
3.5	52	910	74.16	0.2	12.78	0.9	0.26	2.42	3.66	2.62
3.1	50	930	72.52857143	0.485714286	13.01428571	1.842857143	0.671428571	2.642857143	3.142857143	3.071428571
3.1	52	950	64.03333333	0.966666667	14.63333333	4.4	1.666666667	3.6	4.4	3.333333333
4.8	40	850	72.98333333	0.2	13.08333333	0.95	0.483333333	2.683333333	3.15	3.016666667
3.4	50	910	72.225	0.425	13.2375	1.55	0.325	2.375	3.375	3.6625
3.3	40	920	72.91666667	0.333333333	13.98333333	1.25	0.633333333	2.616666667	3.683333333	3.2
3.4	45	910	71.025	0.425	13.8	1.7	0.2625	2.4	3.6375	3.8625
4	45	910	70.43333333	0.366666667	14.63333333	1.866666667	0.5	2.983333333	3.316666667	3.316666667
3.8	45	890	72.425	0.275	13.025	1.825	0.4	2.625	3.175	3.35
3.2	40	910	70.5625	0.2625	13.35	1.4625	0.6625	2.05	3.85	3.7
3.9	14	930	69.09	0.53	15.81	3.23	0.64	2.82	5.64	2.24
3.4	20	930	70.21	0.58	14.67	3.22	0.59	2.52	5.78	2.43
3.1	14	930	71.7	0.56	13.14	3.22	0.59	2.7	5.91	2.19
3.4	14	930	69.2	0.66	15.02	3.52	0.64	2.68	5.54	2.72
3.6	15	930	68.93	0.71	15.13	3.86	0.68	2.85	5.65	2.2
3.6	16	930	69.45	0.57	15	3.43	0.65	2.87	5.8	2.23
3.1	15	930	71.5	0.53	13.17	3.36	0.72	2.93	5.61	2.2
5.5	35	780	73.33	0.6	12.07	1.63	0.24	1.45	2.78	4.02								
6	30	775	71.0532	0.1222	13.58413333	0.794666667	0.099	0.9116	2.860133333	4.017666667
3.5	5	915	59.27	1.12	13.68	9.8	1.07	4.76	4.51	2
3.6	3	865	69.8	0.34	12.9	3.02	0.21	1.7	4.8	3.1
5.4	7	780	70.31	0.32	14.46	3.07701107	0.29	1.1	5.56	4.23
5.7	2	770	71.62	0.26	14.47	2.28400594	0.15	0.88	5.37	4.52
5.4	4	780	71.16	0.29	14.72	2.64600846	0.21	1.06	5.33	4.5
4.1	35	850	76.41	0.39	12.24	1.3	0.58	2.04	3.67	3.19
6.0	40	750	78.43	0.22	11.88	1.42	0.05	0.44	2.72	4.67
5.5	29	770	74.54336	0.16763	13.01573	1.72761	0.04936	0.45177	3.06281	4.84662
5.7	31	745	76.7	0.12	11.9	1.28	0.03	0.34	3.22	4.91
5.3	39	765	74.70641026	0.111376923	12.15435897	1.231223077	0.029182051	0.535733333	2.983333333	4.836153846
4.9	39	780	74.39583333	0.104647222	12.02777778	1.278172222	0.025805556	0.515891667	2.857222222	4.970833333
5.7	28	750	74.56111111	0.088319444	12.08111111	1.017013889	0.026838889	0.447836111	2.891666667	4.916944444
5.4	33	760	72.95698	0.24213	13.60223	2.17489	0.06728	0.78568	3.60187	5.6049
5.5	14	770	76.39487805	0.102619512	12.29731707	0.928960976	0.028941463	0.512946341	3.426585366	4.301707317
5.4	18	760	75.00819	0.21731	12.53684	1.98197	0.03974	0.60642	3.57396	5.01229
4.5	45	820	73.94	0.19	13.44	1.17	0.25	1.69	3.91	4.27								
4.4	46	870	74.17	0.32	13.73	1.95	0.47	2	5.08	2.21
4.2	48	875	75	0.4	13.58	1.6	0.28	1.76	4.97	2.35
6.4	1	715	76.9	0.05	12.7	0.69300693	0.1	0.32	4.48	4.49
6.1	1	720	77.2	0.04	12.5	0.7200072	0.1	0.39	4.22	4.66
5.9	1	725	77.1	0.05	12.5	0.693069307	0.1	0.39	4.29	4.66
6.6	7	710	76.8	0.06	12.9	0.64800648	0.1	0.28	4.6	4.5
6.5	6	715	77.3	0.07	12.5	0.70200702	0.1	0.43	3.86	4.94
6.2	1	725	77.2	0.06	12.6	0.70200702	0.1	0.41	3.9	4.79
6.5	1	715	77.7	0.06	12.7	0.70200702	0.1	0.41	3.77	4.7
5.9	20	890	67.73	0.32	17.42	2.98	1.6	4.22	4.46	1.27
6.6	40	730	74.5	0.2	11.8	0.6	0.1	0.6	3.4	4.4
6.6	50	750	75.33	0.2	13.75	1.97	0.36	1.69	2.97	3.92
5.9	50	750	76.95	0.2	12.44	1.8	0.22	0.87	3.14	4.58
5.1	45	760	77.19	0.12	12.51	0.55	0.11	0.6	2.94	5.95
5.1	43	760	77.19	0.12	12.51	0.55	0.11	0.6	2.94	5.95
5.5	15	800	72.4	0.35	13.6	1.84501845	0.38	1.27	5.15	3.07
5.4	23	800	75.2	0.27	12.9	1.31401314	0.27	0.98	4.58	3.38
5.6	32	800	73.2	0.36	13.7	1.76401764	0.41	1.4	5.11	2.97
6.1	5	760	71.48	0.27	14.96	2.03	0.23	1.26	4.55	5.08
4.3	44	810	77.97	0.26	11.57	1.54	0.32	0.54	3.21	4.56
3.9	35	860	73.73929776	0.844879192	12.54172236	3.287789453	0.407136152	1.132964634	4.31711583	3.410666194
3.7	37	860	77.43587625	0.82214711	11.75173007	1.649591767	0.140900738	0.312634474	3.502472282	4.206637166
3.9	38	860	72.93632796	1.01980343	12.63820868	3.634514987	0.446542402	1.287464602	4.50880147	3.285844986
5.8	25	860	65.09	0.99	17.17	3.53	1.53	3.87	5.34	2.33
3.5	10	970	64.6	0.79	16.8	3.13	0.87	4.04	4.18	3.23
3.6	22	960	70	0.4	16.4	1.23	0.25	3.35	4.38	3.08
3.3	17	930	70	0.47	15.6	2.46	0.79	2.73	4.37	3.49
3.3	22	960	63.6	0.65	17	3.16	1.28	3.56	4.44	4.01
3.7	15	920	66.8	0.56	15.6	2.94	1.18	3.1	3.83	3.95
3.5	25	960	66.3	0.6	16.7	2.92	0.92	3.59	4.16	3.51
3.8	12	960	64.9	0.52	17.1	3.19	1.36	4.29	4.15	3.52
3.6	40	865	75.294	0.334	12.726	1.072	0.132	0.812	3.014	4.366
4.5	37	825	75.294	0.334	12.726	1.072	0.132	0.812	3.014	4.366
3.6	27	900	73.07928	0.49637	13.82561	2.01145	0.58	1.87	4.83587	2.8973
3.4	30	910	70.7466	0.443	14.373	1.938	0.447	2.2352	5.137	3.3792
3.6	36	880	75.1847	0.44775	13.06996667	1.615666667	0.31	1.4064	4.6191	3.391866667
3.8	25	880	75.30209375	0.5294625	13.29276875	1.55919375	0.12	1.24849375	4.797	3.2665375
3.8	27	900	74.270025	0.371425	14.134775	1.4993	0.21	1.7654	4.933125	2.911925
3.9	30	860	76.442	0.3989	12.1381	0.8279	0.2	0.5335	4.4362	3.251
3.7	26	880	75.69775714	0.264571429	13.27401429	0.767914286	0.16	1.010914286	4.618328571	3.424657143
3.3	30	900	75.32448182	0.366245455	13.2109	1.411381818	0.28	1.363281818	4.579145455	3.237845455
3.7	34	980	67.594275	0.60125	17.7235375	1.3646625	0.07	3.383025	5.377275	3.06945
3.3	28	850	70.8	0.52	13.36	2.09	0.24	1.04	5.67	5.2
5.7	35	740	77.78	0.34	10.78	1.36	0.12	0.4	2.54	4.88
4.8	50	860	72.6	0.2	15.5	1.6	0.3	1.6	4	3.9
6.3	40	780	77.8	0.3	13.1	1.1	0.2	1.3	3.1	3.1
5.5	46	760	75	0.05	12.37	0.64	0.07	1.03	2.87	5.22
6.1	44	730	76.36	0.1	11.52	0.5	0.06	0.66	2.55	5.28
4.6	44	800	73.1	0.06	11.5	0.57	0.03	0.48	3.74	4.64
5.5	48	760	76.02	0.06	12.35	0.61	0.06	0.98	2.85	5.12
6.4	35	800	74	0.2	15	2	0.4	1	4	2.5
3.8	5	865	71.35	0.48	15.05	2.325	0.054	0.608	4.53	4.64
3.6	7	850	74.87	0.3	12.56	0.79	0.03	1.26	3.61	4.92
3.1	9	880	73	0.3	13.74	1.23	0.11	0.98	4.02	5.71
3.2	22	910	71.32	0.3	15.22	1.76	0.42	1.37	4.45	4.57
3.1	24	880	73.97	0.3	13	1.37	0.12	1.11	4	5.27
3.5	21	880	73.32	0.3	13.51	1.44	0.28	1.42	4.52	4.17
3.5	8	870	73.02	0.3	13.98	1	0.42	1.62	4.52	4.41
5.8	20	790	72.1	0.39	15.05	1.44	0.24	1.21	5.32	4.16							
5.2	52	820	73.53	0.19	12.43	1.49	0.19	1.37	5.45	2.46
4.8	52	820	73.97	0.36	11.75	3.01	0.39	1.78	3.15	2.96
4.4	52	860	75.52	0.11	12.52	0.74	0.05	1.75	3.52	2.64
4.2	52	860	76.12	0.2	12.84	1.48	0.1	1.51	3.52	3.18							
3.4	25	860	75.82	0.33	12.05	1.14	0.11	0.85	3.22	4.43
6.3	20	770	74.75	0.21	12.91	1.37701377	0.37	1.67	4.09	2.31
5.9	11	770	77.24	0.2	12.48	1.25101251	0.27	1.34	4.18	2.73
6.0	12	770	75.28	0.17	12.73	1.19701197	0.7	1.39	4.36	2.59
6.4	13	770	74.72	0.21	13.38	1.43101431	0.36	1.75	4.23	2.47
6.2	14	770	75.28	0.21	12.82	1.43101431	0.35	1.73	4.28	2.36
6.4	15	770	75.1	0.22	13.24	1.43101431	0.36	1.65	4.24	2.35
6.1	16	770	76.47	0.11	12.58	0.79200792	0.14	1.07	4.43	2.56
5.9	17	770	76.41	0.13	12.28	0.900009	0.18	1.05	4.12	2.8
6.2	18	770	75.81	0.18	12.98	1.18801188	0.26	1.35	4.14	2.62
6.0	19	770	77.56	0.11	12.33	0.80100801	0.14	1.1	4.51	2.56
5.9	10	770	77.67	0.12	12.41	0.90900909	0.16	0.98	4.29	2.79
5.9	20	770	77.69	0.12	12.4	0.95400954	0.15	0.91	4.44	2.85
3.9	50	880	72.85	1.29	14.11	3.73	0.52	2.49	1.74	3
3.9	45	900	67.83	0.8	15.6	3.59	0.69	3.57	4.57	3.16
3.5	25	850	70.12877578	0.301878982	14.96016782	1.821201169	0.70861123	2.894881489	2.602384913	6.582098613
3.7	23	850	70.40545791	0.293711843	15.01568432	1.974741707	0.641671618	2.898917179	2.404839136	6.36497629
3.8	17	850	67.31063897	0.371997923	15.89058784	2.581857567	1.003603227	3.853554807	2.106362143	6.88139753
3.9	13	850	64.86060918	0.442388661	16.67032164	3.234406214	1.316701093	4.478038564	1.800662273	7.196872378
3.8	21	850	68.75114277	0.337959122	15.61926646	2.305502421	0.88425962	3.318748305	2.272524393	6.510596913
3.7	19	850	68.67059766	0.358668092	15.42307788	2.337556768	0.912175363	3.567999296	2.286799312	6.443125626
3.8	25	900	73.81	0.46	13.89	3.04	0.44	2.23	3.22	2.75
6.3	10	750	77.37	0.2	12.38	1.05	0.15	0.99	4.62	3.14
6.5	10	780	66.93	0.63	15.35	4.78	0.54	2.33	5.44	2.96
6.1	35	780	76.44	0.14	12.63	0.79	0.23	1.28	4.1	2.94
